arctic_a0069,ih t w aa z hh ih z ih n t eh n ch ah n t uw r ih t er n t uw ay l iy n ah n d hh er f aa dh er
arctic_a0070,hh iy w uh d f er s t hh ah n t ah p g r eh g s ah n ah n d b ih g ih n hh ih z w er k dh eh r
arctic_a0071,w ah t w aa z dh ah aa b jh eh k t ah v y ao r l ih t ah l s eh n s ey sh ah n
arctic_a0072,b ah t hh uw w aa z ay l iy n eh s d ah b ah l
arctic_a0073,dh ah p r ah m ow t er eh s ay z w er hh eh v iy pau w ih dh l ih t ah l p ah f iy b ae g z ah n d er dh eh m
arctic_a0074,ah n d n aw pau d aw n dh eh r pau ay l iy n w aa z w ey t ih ng f ao r hh ih m
arctic_a0075,dh eh r hh ae z b ih n ah ch ey n jh pau sh iy ih n t er ah p t ih d hh ih m
arctic_a0076,dh ah g r ey ay z f aa l t er d pau dh ah f l ah sh d iy p ah n d
arctic_a0077,ih t ih z dh ah f ay er pau p aa r t l iy pau sh iy s eh d
arctic_a0078,dh eh n pau ah n d ae t s ah p er pau hh iy t r ay d t uw f ae dh ah m hh er
arctic_a0079,ih t w aa z ah l aa r jh k ah n uw
arctic_a0080,w ah t ih f jh iy n f ey l d hh ih m
arctic_a0081,w ah t ih f sh iy d ih d n aa t k ah m t uw dh ah r aa k
arctic_a0082,hh ih z f ey s w aa z s t r iy m ih ng w ih dh b l ah d
arctic_a0083,ah sh ae d ow w aa z k r iy p ih ng ow v er p iy eh r eh s ay z
arctic_a0084,s k eh r s l iy hh ae d hh iy ah t er d dh ah n ey m w eh n p iy eh r eh s k l ow z ih ng ay z sh aa t ow p ah n
arctic_a0085,ah t r ih k ah l ah v f r eh sh b l ah d r ae n ow v er hh ih z f ey s
arctic_a0086,d eh th hh ae d k ah m w ih dh t eh r ah b ah l s ah d ah n n ah s
arctic_a0087,f ih l ah p b eh n t l ow er pau ah n d s t eh r d ih n t uw dh ah f ey s ah v dh ah d eh d m ae n
arctic_a0088,hh iy m ey d sh uh r dh ae t dh ah m ae g ah z iy n w aa z l ow d ah d pau ah n d r ih z uw m d hh ih z p ae d ah l ih ng
arctic_a0089,dh ah n ay t g l ow w aa z t r eh ch er ah s t uw sh uw t b ay
arctic_a0090,dh ah s ih ng ih ng v oy s ah p r ow ch t r ae p ah d l iy
arctic_a0091,hh ih z b l ah d g r uw hh aa t w ih dh r ey jh ae t dh ah th ao t
arctic_a0092,hh iy w eh n t d aw n ih n m ih d s t r iy m pau s er ch ih ng dh ah sh ae d ow z ah v b ow th sh ao r z
arctic_a0093,f ao r ah f uh l m ih n ah t hh iy k r aw ch t ah n d l ih s ah n d
arctic_a0094,hh iy hh ae d b eh r l iy eh n t er d dh ih s w eh n hh iy s ao dh ah g l ow ah v ah f ay er
arctic_a0095,ah b ih g k ae n v ah s t eh n t w aa z dh ah f er s t th ih ng t uw k ah m w ih dh ih n hh ih z v ih zh ah n
arctic_a0096,p er hh ae p s sh iy hh ae d ao l r eh d iy m eh t hh er f ey t ah l ih t ah l d iy p er ih n dh ah f ao r ah s t
arctic_a0097,dh eh n y uw k ae n er ey n jh y er s eh l f k ah m f er t ah b l iy ah m ah ng dh iy z r ow b z ih n dh ah b aw
arctic_a0098,sh ae l ay k ae r iy y uw
arctic_a0099,ah m ae d ah n ih ng jh oy p aw n d ih d ih n hh ih z b r ey n
arctic_a0100,y uw m ah s t s l iy p pau hh iy er jh d
arctic_a0101,y uw pau y uw w uh d n aa t k iy p dh ah t r uw th f r ah m m iy
arctic_a0102,hh iy w ih l f aa l ow ah s s uw n
arctic_a0103,b ah t dh eh r k ey m n ow p r aa m ah s f r ah m dh ah b aw ah v dh ah k ah n uw
arctic_a0104,sh iy w aa z s l iy p ih ng ah n d er hh ih z p r ah t eh k sh ah n ae z s w iy t l iy ae z ah ch ay l d
arctic_a0105,ow n l iy pau ih t ih z s ow w ah n d er f ah l pau s ow ao l m ow s t ih m p aa s ah b ah l t uw b ih l iy v
arctic_a0106,dh ah ih m ow sh ah n w ih ch sh iy hh ae d s ah p r eh s t b er s t f ao r th n aw ih n ah ch ow k ih ng s aa b
arctic_a0107,ih f y uw ow n l iy k uh d n ow hh aw ay th ae ng k y uw
arctic_a0108,hh iy w ey d ih d ih n t uw dh ah eh jh ah v dh ah w ao t er ah n d b ih g ae n s k r ah b ih ng hh ih m s eh l f
arctic_a0109,d uw y uw n ow dh ae t y uw aa r sh ey k ih ng m ay k aa n f ah d eh n s ih n y uw
arctic_a0110,m ah ch pau r ih p l ay d jh iy n pau ae z t er s l iy
arctic_a0111,ih n s t eh d pau hh iy jh oy n d hh er pau ah n d dh ey ey t l ay k t uw hh ah ng g r iy ch ih l d r ah n
arctic_a0112,hh iy w aa z w uw n d ih d ih n dh ah aa r m
arctic_a0113,ay s ah p ow z y uw p ih k t dh ae t l ih ng g ow ah p ah m ah ng dh ah ih n d iy ah n z
arctic_a0114,hh er w er d z s eh n t ah s t r ey n jh ch ih l th r uw f ih l ah p
arctic_a0115,hh iy hh ae d n ow ih k s k y uw s f ao r dh ah f iy l ih ng z w ih ch w er er aw z d ih n hh ih m
arctic_a0116,w aa z ih t dh ah r aa n d ih v uw ah v dh ow z hh uw w er s t r ay v ih ng t uw w er k hh ih z r uw ah n
arctic_a0117,sh iy ae d ih d pau w ih dh jh eh n y uw ah n s ih m p ah th iy ih n hh er f ey s ah n d v oy s
arctic_a0118,p iy eh r ow b ey z m iy w eh n w iy aa r t ah g eh dh er
arctic_a0119,jh iy n w aa z t er n ih ng dh ah b aw sh ao r w er d
arctic_a0120,m ay r ay t f uh t f iy l z l ay k dh ae t ah v ah ch ay n iy z d eh b y ah t aa n t
arctic_a0121,dh ey ey t d ih n er ae t dh ah f ih f th pau ah n d r eh s t ah d f ao r t uw aw er z
arctic_a0122,t uw y ih r z ah g ow ay g ey v ah p s ih v ah l ih z ey sh ah n f ao r dh ih s
arctic_a0123,sh iy hh ae d d ay d f r ah m k ow l d ah n d s t aa r v ey sh ah n
arctic_a0124,ih t w aa z jh iy n s ih ng ih ng s ao f t l iy ow v er b ih aa n d dh ah r aa k s
arctic_a0125,hh iy w aa z d ih t er m ah n d n aw t uw m ey n t ey n ah m ao r s er t ah n hh ow l d ah p aa n hh ih m s eh l f
arctic_a0126,iy ch d ey sh iy b ih k ey m ah m ao r v ay t ah l p aa r t ah v hh ih m
arctic_a0127,ih t w aa z ah t eh m t ey sh ah n pau b ah t hh iy r ih z ih s t ih d ih t
arctic_a0128,dh ih s w ah n hh ow p w aa z d ih s t r oy d ae z k w ih k l iy ae z ih t w aa z b ao r n
arctic_a0129,hh er f ey s w aa z ah g eh n s t hh ih z b r eh s t
arctic_a0130,sh iy w aa z hh ih z n aw pau f er eh v er
arctic_a0131,p r aa v ah d ah n s hh ae d d ih l ih v er d hh ih m th r uw dh ah m ey l s t r ah m
arctic_a0132,ah k r ay ah v jh oy b er s t f r ah m f ih l ah p eh s l ih p s
arctic_a0133,f ih l ah p b ih g ae n t uw f iy l dh ae t hh iy hh ae d f uw l ih sh l iy ow v er eh s t ah m ey t ih d hh ih z s t r eh ng k th
arctic_a0134,hh iy ow b ey d dh ah p r eh sh er ah v hh er hh ae n d
arctic_a0135,ay ae m g ow ih ng t uw s er p r ay z f aa dh er pau ah n d y uw w ih l g ow w ih dh p iy eh r
arctic_a0136,ah b aw t hh ih m pau eh v r iy w eh r pau w er dh ah eh v ah d ah n s ah z ah v l ah g zh er iy ah n d ah v ey jh
arctic_a0137,dh eh n hh iy s t eh p t b ae k w ih dh ah l ow k r ay ah v p l eh zh er
arctic_a0138,ih n dh ah p ih k ch er hh iy s ao iy ch m ow m ah n t ah g r ey t er r ih z eh m b l ah n s t uw jh iy n
arctic_a0139,hh iy t ow l d hh ih m s eh l f dh ae t ae z hh iy w aa sh t hh ih m s eh l f ah n d g r uw m d hh ih z d ih sh eh v ah l d k l ow dh z
arctic_a0140,ae k s eh p t ah f aa dh er eh s b l eh s ih ng pau ah n d w ih dh ih t pau dh ih s
arctic_a0141,ih t s iy m z l ay k ah s t r ey n jh p oy n t ih ng ah v dh ah hh ae n d ah v g aa d
arctic_a0142,s ah ch th ih ng z hh ae d ah k er d b ih f ao r pau hh iy t ow l d f ih l ah p
arctic_a0143,aa pau ay hh ae d f er g aa t ah n pau hh iy ih k s k l ey m d
arctic_a0144,b ah t dh eh r w aa z s ah m th ih ng iy v ih n m ao r s t aa r t l ih ng dh ae n dh ih s r ih z eh m b l ah n s
arctic_a0145,ay hh ae v t uw b iy k eh r f ah l ah v dh eh m pau ae z dh ey t eh r v eh r iy iy z ah l iy
arctic_a0146,ah v k ao r s pau dh ae t ih z ah n ih n t r ah s t ih ng pau sh iy k ah n t ih n y uw d
arctic_a0147,ah m ow m ah n t b ih f ao r hh iy w aa z ih n t aa k s ah k ey t ah d b ay ah jh oy dh ae t w aa z ao l m ow s t m ae d n ah s
arctic_a0148,n aw dh iy z th ih ng z hh ae d b ih n s t r ah k d eh d w ih dh ih n hh ih m
arctic_a0149,f ao r ae n ih n s t ah n t hh iy s ao p iy eh r d r ao n l ay k ah s ih l ah w eh t ah g eh n s t dh ah s k ay
arctic_a0150,g uh d b ay pau p iy eh r pau hh iy sh aw t ah d
arctic_a0151,ah n d m ah k d uw g ah l w aa z b ih aa n d dh ah t r ey l pau w ih dh th r iy w iy k s t uw s p eh r
arctic_a0152,f ih l ah p th r ah s t hh ih m s eh l f ah g eh n s t ih t ah n d eh n t er d
arctic_a0153,m ah k d uw g ah l t ae p t hh ih z f ao r hh eh d s ah s p ih sh ah s l iy w ih dh ah s t ah b iy f ao r f ih ng g er
arctic_a0154,hh iy w aa z s m uw dh sh ey v ah n pau ah n d hh ih z hh eh r ah n d ay z w er b l ae k
arctic_a0155,w ah n t iy y uw d r ao ah p pau jh eh n t ah l m ih n
arctic_a0156,ah s t r ey n jh f ay er b er n d ih n hh ih z ay z w eh n th ao r p t er n d
arctic_a0157,hh iy hh ae d w er sh ih p t hh er pau ae z d aa n t ey m ay t hh ae v w er sh ih p t b iy ah t r ih s
arctic_a0158,d ah z dh ae t l uh k g uh d
arctic_a0159,dh ey l uh k ae z dh ow hh iy hh ae d b ih n d r ah m ih ng ah p iy ae n ow ao l hh ih z l ay f
arctic_a0160,y uw w aa n t t uw g ow ow v er ah n d s iy hh ih z g ae ng th r ow d er t
arctic_a0161,t ey k ah w ey dh eh r f ao r m ah n ah n d dh ey w uh d n t iy b iy w er th dh eh r g r ah b
arctic_a0162,dh ae t eh s dh ah s ah b f ao r m ah n pau ih k s p l ey n d th ao r p
arctic_a0163,f ih l ah p m ey d n ow eh f er t t uw f aa l ow
arctic_a0164,hh iy k ey m f er s t ah y ih r ah g ow pau ah n d r ih v iy l d hh ih m s eh l f t uw jh iy n
arctic_a0165,dh ey aa r t uw ah t ae k y ao r k ae m p t ah m aa r ow n ay t
arctic_a0166,t uw d ey z ah g ow jh iy n l er n d w eh r hh er f aa dh er eh s m eh n w er hh ay d ih ng
arctic_a0167,ay w aa z n ih r dh ah k ae b ah n pau ah n d s ao y uw
arctic_a0168,l ow b uh sh w ih p t hh ih m ih n dh ah f ey s ah n d l eh f t n ow s t ih ng
arctic_a0169,s ah d ah n l iy jh iy n s t aa p t f ao r ae n ih n s t ah n t
arctic_a0170,dh eh r w aa z n ah n ah v dh ah jh oy ah v m iy t ih ng ih n hh ih z f ey s
arctic_a0171,ah n d w eh n y uw k ah m b ae k ih n ah f y uw d ey z pau b r ih ng ay l iy n
arctic_a0172,g r eh g s ah n hh ae d l eh f t dh ah aw t er d ao r s l ay t l iy ah jh aa r
arctic_a0173,dh ah d ey t w aa z n ih r l iy ey t iy n y ih r z ow l d
arctic_a0174,dh ey w er dh ah p r eh s ih jh ah v s t ao r m
arctic_a0175,d aw n dh eh r dh ah er th w aa z ao l r eh d iy s w eh l ih ng w ih dh l ay f
arctic_a0176,f ao r dh ah f er s t t ay m ih n hh ih z l ay f hh iy w aa z y er n ih ng f ao r ah s k r ae p
arctic_a0177,sh iy hh ae d b ih n th er ow l iy ah n d ih f ih sh ah n t l iy m ao l d
arctic_a0178,eh v er iy b ow n ih n hh er ey jh d b aa d iy s iy m d b r ow k ah n ao r d ih s l ow k ey t ih d
arctic_a0179,t ah m aa r ow ay eh m g ow ih ng ae f t er dh ae t b eh r pau hh iy s eh d
arctic_a0180,ih f n aa t pau l eh t eh s s ey aw er p r eh r z ah n d g ow t uw b eh d
arctic_a0181,s ow ch ih r ah p pau ah n d g ih v ah s y ao r p ao
arctic_a0182,dh ih s t ay m hh iy d ih d n aa t y ae p f ao r m er s iy
arctic_a0183,ah n d dh ah eh r w aa z g r ow ih ng ch ih l iy
arctic_a0184,d aa n t iy y uw s iy pau ay eh m ch uw ih ng dh ih s th ih ng ih n t uw
arctic_a0185,dh ah k w eh s ch ah n z m ey hh ae v k ah m v ey g l iy ih n hh ih z m ay n d
arctic_a0186,l ay k ah f l ae sh hh iy l ao n ch t hh ih m s eh l f ih n t uw dh ah f eh dh er d m ae s ah v dh ah aw l
arctic_a0187,ah hh eh d ah v dh eh m dh ey s ao ah g l ih m er ah v s ah n sh ay n
arctic_a0188,t uw jh ay g ae n t ih k aw l z w er t eh r ih ng ae t dh ah k aa r k ah s
arctic_a0189,dh ah b ih g ay d pau k l ah k ih ng m uw s b er d z w er m ow s t ah n oy ih ng
arctic_a0190,n eh k s t t uw dh eh m dh ah k ae n ah d ah jh ey z w er m ow s t p er s ih s t ah n t
arctic_a0191,f ao r ah t ay m dh ah ih k s ay t ih ng th r ih l ah v hh ih z ae d v eh n ch er w aa z g ao n
arctic_a0192,hh iy d ih d n aa t r ah sh ih n
arctic_a0193,ih t w aa z eh jh d w ih dh ay s
arctic_a0194,hh iy d r ae ng k ah v dh ah w ao t er k ao sh ah s l iy
arctic_a0195,b ah t ah s t r ey n jh th ih ng hh ae p ah n d
arctic_a0196,hh iy b ih g ae n t uw f aa l ow dh ah f uh t p r ih n t s ah v dh ah d ao g
arctic_a0197,s ah ch ah d ao g dh ah w ay z d r ay v er k ih l z pau ao r t er n z l uw s
arctic_a0198,s ah m t ay m z hh er d r iy m z w er f ih l d w ih dh v ih zh ah n z
arctic_a0199,dh ah s hh ae d dh ah r aa w ih l d er n ah s p r iy p eh r d hh ih m f ao r dh ih s d ey
arctic_a0200,hh iy l eh p t ah g eh n pau ah n d dh ah k l ah b k aa t hh ih m w ah n s m ao r
arctic_a0201,hh iy k r ay d pau ah n d s w ah ng dh ah k l ah b w ay l d l iy
arctic_a0202,sh iy t er n d pau f ih r ih ng dh ae t zh aa k m ay t s iy w ah t w aa z ih n hh er f ey s
arctic_a0203,dh ey w er f aa l ow ih ng dh ah sh ao r ah v ah l ey k
arctic_a0204,dh ah w uh l f d ao g th r ah s t hh ih z g ao n t m ah z ah l t ah w ao r d hh ih m
arctic_a0205,f r ah m n aw aa n w iy r ey p ae l z
arctic_a0206,hh iy s eh z hh iy b aa t hh ih m ah v zh aa k l ah b ow
arctic_a0207,hh aw m ah ch w aa z ih t
arctic_a0208,y uw th hh ae d k ah m b ae k t uw hh er pau f r iy d f r ah m dh ah y ow k ah v ah p r eh sh ah n
arctic_a0209,ih t w aa z n aa t ah l aa r jh l ey k pau ah n d ao l m ow s t r aw n d
arctic_a0210,ih t s d ay ae m ah t er w aa z n aa t m ao r dh ae n t uw hh ah n d r ah d y aa r d z
arctic_a0211,ih t d r aw n d ao l s aw n d dh ae t b r uw t ae g ah n iy ah n d d eh th m ey hh ae v m ey d
arctic_a0212,f r eh sh k ey s ah z pau s t ih l ey b ah l t uw w ao k pau dh ey k l ah s t er d ah b aw t dh ah s p ow k s m ah n
arctic_a0213,b ih t w iy n hh ih m ah n d dh ah b iy ch w aa z dh ah k ey n g r ae s f eh n s ah v dh ah k aa m p aw n d
arctic_a0214,b ih s ay d z pau hh iy w aa z p ey d w ah n k ey s ah v t ah b ae k ow p er hh eh d
arctic_a0215,dh ey d ay aw t ah v s p ay t
arctic_a0216,dh ah ah dh er f eh l t ah s ah d ah n w ey v ah v ih r ih t ey sh ah n r ah sh th r uw hh ih m
arctic_a0217,ah p r eh s ih v ae z dh ah hh iy t hh ae d b ih n pau ih t w aa z n aw iy v ih n m ao r ah p r eh s ih v
arctic_a0218,dh ah r ih ng ih ng ah v dh ah b ih g b eh l er aw z d hh ih m
arctic_a0219,ae t f er s t hh iy p ah z ah l d ow v er s ah m th ih ng ah n t uw ao r d hh iy w aa z sh uh r hh ae d hh ae p ah n d
arctic_a0220,ah d eh d m ae n ih z ah v n ow y uw s aa n ah p l ae n t ey sh ah n
arctic_a0221,ay d aa n t iy n ow w ay y uw r ey hh iy r ae t ao l
arctic_a0222,w ah t p aa r t ah v dh ah y uw n ay t ah d s t ey t s ih z y ao r hh ow m
arctic_a0223,m ay pau ay eh m ao l m ow s t hh ow m s ih k f ao r ih t ao l r eh d iy
arctic_a0224,sh iy n aa d ah d pau ah n d hh er ay z g r uw s aa f t ah n d m oy s t
arctic_a0225,ay w aa z b r ao t ah p dh ah w ey m ow s t g er l z ih n hh ah w ay iy aa r b r ao t ah p
arctic_a0226,dh ae t k ey m b ih f ao r m ay ah b iy s iy eh s
arctic_a0227,ih t w aa z dh ah s ey m w ey w ih dh aw er r ih v aa l v er z ah n d r ay f ah l z
arctic_a0228,b ah t ih t k ah n t r ih b y uw t ih d t uw dh ah s m ae sh
arctic_a0229,dh ah l ae s t w ah n ay n uw w aa z ae n ow v er s iy er
arctic_a0230,d uw y uw n ow eh n iy g uh d l ae n d er aw n d hh iy r
arctic_a0231,dh ah r eh z ih d ah n t k ah m ih sh ah n er ih z ah w ey ih n ao s t r ey l y ah
arctic_a0232,ay k ae n aa t f aa l ow y uw pau sh iy s eh d
arctic_a0233,ay n eh v er ah l aw w ah t k ae n t iy b iy ch ey n jh d t uw ah n oy m iy
arctic_a0234,w ay pau dh ah ae v er ih jh r iy v y uw ih z m ao r n ao zh iy ey t ih ng dh ae n k aa d l ih v er oy l
arctic_a0235,hh ih z v oy s w aa z p ae sh ah n ah t l iy r ih b eh l y ah s
arctic_a0236,d aa n t iy y uw s iy ay hh ey t y uw
arctic_a0237,s ow hh y uw iy ah n d ay d ih d dh ah m ae n ah jh ih ng aw er s eh l v z
arctic_a0238,ih t hh ae p ah n d t uw hh ih m ae t dh ah g aa l iy n ah s ow s ay ih t iy ih n ow k l ah n d w ah n ae f t er n uw n
arctic_a0239,hh iy k r ay d ih n s ah ch jh eh n y uw ah n d ih s m ey dh ae t sh iy b r ow k ih n t uw hh aa r t iy l ae f t er
arctic_a0240,w aa sh y ao r hh ae n d z ah v m iy
arctic_a0241,ay th ih ng k ih t eh s m ah ch n ay s er t uw k w ao r ah l
arctic_a0242,ay s ao ih t w eh n sh iy r ow l d
arctic_a0243,ay ow n l iy r eh d dh ah k w ow t ey sh ah n z
arctic_a0244,hh iy w aa z dh ah s ow l ah v d ih v ow sh ah n t uw hh ih z eh m p l oy er z
arctic_a0245,aw t ah v hh ih z ey t iy n hh ah n d r ah d pau hh iy l ey d ah s ay d s ih k s t iy n hh ah n d r ah d iy ch y ih r
arctic_a0246,y uw hh ae v hh er d ao l w ey z hh aw hh iy w aa z dh ah l ah v er ah v dh ah p r ih n s eh s n ey ow m iy
arctic_a0247,dh ey ao t t uw p ae s hh iy r s ah m t ay m t ah d ey
arctic_a0248,ay hh ae d b ih n s ae d t uw l ao ng ao l r eh d iy
arctic_a0249,ao l ay z pau hh aw eh v er pau w er s t eh r ih ng ae t hh ih m ih n s er t ah t uw d ah v ih k s p eh k t ah n s iy
arctic_a0250,hh iy hh ae d ah b z er v d dh ah b ih z n ah s l ay f ah v hh ah w ay iy ah n d d ih v eh l ah p t ah v ao l t ih ng ae m b ih sh ah n
arctic_a0251,ay m ey m ae n ah jh t uw f r ey t ah k aa r g ow b ae k ae z w eh l
